zipcode,all_reviews
11206,"After years of running a dj centered podcast and inter/national fashion stores  the owners decided to establish locally. Right there between Bushwick and... Excellent place all around. Perfect space to host an event or even just come for a cup of coffee. This is the home for creatives and the people that work... This place is 10/10 for staff, coffee, and vibes. The interior is so dope and has a great patio too. It works well for both day and night. Can't wait to go..."
11233,"eek, this place is small town local pub-sy at first. turns into a food and sanitary health regulation nightmare. 

1) distinctively heard the owner of bar... No Review No Review"
10028,"Delicious! I'm so glad a great ramen is nearby. My fiancé and I went after I found out I passed an exam as a celebration. It was a Friday night and it was a... I went to this restaurant on a Sunday around 7 pm by myself and was immediately sat at the bar. The bar has 4 seats, and all the chairs have buckets that... Delicious ramen at relatively affordable prices on the UES? I couldn't believe it either! But Mei Jin is exactly that. Their food was delicious...we split a..."
10128,"Kaia (""home"" in Afrikaans) is the last South African restaurant in Manhattan (or Brooklyn). Owner Suzaaan Hauptfleish, formerly at Sfoglia, opened this wine... Today I came in after a long week of work travel for clients and cycling (because that's my real job) and this was exactly what I was in need of.  Good... The ambiance is nice, though it is a bit loud and service is on the slower side. We started with one chicken and one wild boar slider. Even though they are..."
11372,"This place is really good. I had bulgogi beef, and my friend Matt had dumplings and a kimchi dish (don't remember what it was). The portions were ample, but... With this quarantine, I decided to place an order at UFC. I had never had their food before but it's always been on my list to check out. The UFC Burger was... This place is great for an easy night of chicken and/or beers. Their beer selection is great and they have some wines as well. We have come to just hang out..."
10029,"New too the neighborhood and this is by far a gem!  After trying everyone's meals who came with me I'd go as far as to say anything on the menu is worth... Nice beer selection with a normal food menu... the flat breads were so nice we had three of them. Customers were multi-ethnic, as was our group. It's hard... 2.5 stars. Food was hit and miss. The chicken sandwich was absolutely gross, on the verge of being inedible. There were 2 thin chicken cutlets breaded and..."
11418,"Getting out of the train station and walking to the club was fine. Short distance, not a lot of time walking (thankfully cause I was in heels!). 

My... So, I went with some friends to this ""club"". Saturday Nov 30, 2019. And, we had the worst time ever! I can't believe this happened. First, the security... Came last night for a friends birthday. Tables were reserved prior to arrival. When I got there, it was two separate lines one for VIP, the other line being..."
11421,"Omg I ordered food from here from Uber eats and it is so fresh  and so darn good!!!! The steak was so tender, the chicken seasoned so great, the lobster was... During this quarantine you get tired of cooking and cleaning.. also scared to order from any restaurant.. But I went my way and ordered food for 3 for... So my family had a surprise bday dinner for me here and everything came out GREAT!!! It's was a group of 16, they arranged the seating just perfectly, they..."
11215,I went for drinks & some hookah. We were the 1st customers of the night. Shout out to the bartender Sheree or Cherie (not sure) but she recommended quite a... My experience there was ok. The place is quite small but still cozy. Needs updating tho. It gets pack after 12 p.m. so if you want a seat you will need to... Excellent local.. Great music and hookah a great place and space to throw a event must come spot .. bartenders Keke to be exact  .  I'll be here again
11215,"I preface my review with the fact that I've never actually been here physically, I have only ever ordered take out. Which doubds pretty crazy for a pub.... I like this bar. Lots of TV's, good food and reasonably priced beers/drinks
Nachos are good.
Lots of seating
good for groups Calling the food here bar food would be a damn shame. Their food is fantastic and this place had a really fun and cool BK vibe. Great to watch sports or..."
